"","modelIdx","stdMake","stdModel","cp","numb","Segment","Subsegment","highprice","meanprice","lowprice","type","typedif","typeper","oil","level"
"451",2174,"BAIC Yinxiang","BAIC Huansu H3F","BAIC YinxiangBAIC Huansu H3F",8806,"MPV","Midsize MPV",0.678,0.638,0.588,"MPV",1,1,6.8,"中型车"
"452",2192,"SGM-Chevrolet","Chevrolet Malibu XL","SGM-ChevroletChevrolet Malibu XL",15749,"Passenger Car","Midsize Upper",2.699,2.23025,1.799,"轿车",1,1,5.95625,"中型车"
"453",2205,"BAIC Motor","BAIC BJ80","BAIC MotorBAIC BJ80",730,"SUV","Large SUV",2.98,2.905,2.83,"越野车",1,1,10.6333333333333,"中大型车"
"454",2230,"GQ Honda","Honda Avancier","GQ HondaHonda Avancier",36766,"SUV","Large SUV",3.298,2.82528571428571,2.2,"SUV",1,1,8.21428571428571,"中型车"
"455",2232,"JAC","JAC Refine M4","JACJAC Refine M4",10606,"MPV","Midsize MPV",1.498,1.23371428571429,0.998,"MPV",1,1,9.30714285714286,"中大型车"
"456",2235,"Jinbei","Jinbei Diazi","JinbeiJinbei Diazi",965,"SUV","Compact SUV",0.988,0.903,0.798,"SUV",1,1,8,"中型车"
"457",2261,"ENRANGER","ENRANGER G5","ENRANGERENRANGER G5",934,"SUV","Midsize SUV",0.938,0.808,0.698,"SUV",1,1,6.88571428571429,"中型车"
"458",2271,"Kangdi","Kangdi K10","KangdiKangdi K10",3,"Passenger Car","Compact Mini",NA,NA,NA,NA,NA,NA,NA,NA
"459",2305,"Dongfeng Honda","Honda Gienia","Dongfeng HondaHonda Gienia",15964,"Passenger Car","Compact",1.279,1.101,0.899,"轿车",1,1,5.66,"紧凑型车"
"460",2326,"Kangdi","Kangdi K12","KangdiKangdi K12",3,"Passenger Car","Compact Mini",NA,NA,NA,NA,NA,NA,NA,NA
"461",2346,"Kangdi","Kangdi K11","KangdiKangdi K11",22,"Passenger Car","Compact Mini",NA,NA,NA,NA,NA,NA,NA,NA
"462",2349,"Changan Car","Changan Ruixing S50","Changan CarChangan Ruixing S50",2984,"MPV","Midsize MPV",0.819,0.714384615384615,0.589,"MPV",1,1,8.05384615384615,"中大型车"
"463",2369,"SAIC","Roewe eRX5","SAICRoewe eRX5",6280,"SUV","Midsize SUV",2.968,2.79142857142857,2.659,"SUV",1,1,1.6,"紧凑型车"
"464",2424,"JAC","JAC Refine S7","JACJAC Refine S7",3670,"SUV","Midsize SUV",1.738,1.33266666666667,0.978,"SUV",1,1,8.86,"紧凑型车"
"465",2541,"Dongfeng Nissan","Nissan Kicks","Dongfeng NissanNissan Kicks",629,"SUV","Compact SUV",1.348,1.218,0.998,"SUV",1,1,5.675,"小型车"
"466",2547,"Greatwall","WEY VV7","GreatwallWEY VV7",5278,"SUV","Midsize SUV",1.888,1.77633333333333,1.678,"SUV",1,1,8,"中型车"
"467",2549,"Jinbei","Jinbei F50","JinbeiJinbei F50",1237,"MPV","Midsize MPV",0.809,0.711,0.599,"MPV",1,1,6.7,"中型车"
"468",2553,"SGM-Wuling","Baojun 310 Wagon","SGM-WulingBaojun 310 Wagon",9220,"Passenger Car","Compact",0.568,0.498,0.428,"旅行车",1,1,6.4,"紧凑型车"
"469",2614,"Changan Car","Changan Oushang A800","Changan CarChangan Oushang A800",151,"MPV","Midsize MPV",1.199,0.844,0.599,"MPV",1,1,7.24615384615385,"紧凑型车"
"470",2639,"Shuanghuan","Hongxing X1","ShuanghuanHongxing X1",1,"Passenger Car","Compact Mini",NA,NA,NA,NA,NA,NA,NA,NA
"471",2,"Honda","Acura MDX","HondaAcura MDX",147,"Luxury SUV","Midsize Luxury SUV",9.4,8.12215384615385,6.7,"SUV",1,1,11.3528301886792,"中大型车"
"472",12,"Aston Martin","Aston Martin Rapide","Aston MartinAston Martin Rapide",78,"Sports Car","Large Sports",42.8,36.1616,29.88,"跑车",1,1,13.8125,"大型车"
"473",16,"Audi","Audi A1","AudiAudi A1",1296,"Luxury Car","Compact Luxury",3.3,2.52916883116883,1.998,"轿车",1,1,5.332,"小型车"
"474",24,"Audi","Audi A8","AudiAudi A8",5632,"Luxury Car","Large Luxury",15.8,12.2996296296296,8.98,"轿车",1,1,12.1851851851852,"大型车"
"475",28,"Audi","Audi Q7","AudiAudi Q7",9220,"Luxury SUV","Large Luxury SUV",25.78,10.741115,3.779,"SUV",1,1,10.9302197802198,"中大型车"
"476",36,"BAIC Motor","BAIC E Series","BAIC MotorBAIC E Series",48,"Passenger Car","Compact",2.498,0.79475,0.458,"轿车",1,1,6.79411764705882,"小型车"
"477",48,"Beijing Hyundai","Hyundai i30","Beijing HyundaiHyundai i30",1,"Passenger Car","Compact Basic",1.418,1.18608080808081,0.998,"轿车",1,1,7.26363636363636,"紧凑型车"
"478",55,"Beijing Hyundai","Hyundai Tucson","Beijing HyundaiHyundai Tucson",60184,"SUV","Midsize SUV",2.418,1.90366101694915,1.599,"SUV",1,1,8.99943502824859,"紧凑型车"
"479",74,"BMW","BMW X3","BMWBMW X3",19762,"Luxury SUV","Midsize Luxury SUV",8.42,6.11496,4.21,"SUV",1,1,8.52682926829268,"中型车"
"480",87,"Buick","Buick Enclave","BuickBuick Enclave",326,"SUV","Large SUV",6.49,5.66833333333333,4.99,"SUV",1,1,12.8933333333333,"大型车"
"481",100,"BYD","BYD F3","BYDBYD F3",62582,"Passenger Car","Midsize Basic",1.078,0.714266288951841,0.499,"轿车",1,1,6.75518394648829,"紧凑型车"
"482",124,"Changan Car","Changan CS35","Changan CarChangan CS35",61904,"SUV","Compact SUV",0.989,0.872394495412844,0.689,"SUV",1,1,6.95779816513762,"紧凑型车"
"483",136,"Changan Car","Changan Taurus","Changan CarChangan Taurus",2,"Van","Mini Van",0.589,0.520166666666667,0.459,"客车",1,1,7,"微型客车"
"484",147,"Changan Mazda","Mazda 2","Changan MazdaMazda 2",1,"Passenger Car","Compact",1.158,0.947559585492228,0.758,"轿车",1,1,6.5440414507772,"小型车"
"485",189,"Changhe","Changhe Furuida","ChangheChanghe Furuida",12287,"Van","Mini Van",0.569,0.392335640138408,0.288,"客车",3,0.460207612456747,7.40326797385621,"微型客车"
"486",273,"Dongfeng Citroen","Citroen C-Quatre","Dongfeng CitroenCitroen C-Quatre",10319,"Passenger Car","Midsize",1.658,1.26402049180328,0.988,"轿车",1,1,7.66393442622951,"紧凑型车"
"487",285,"Dongfeng Honda","Honda Ciimo","Dongfeng HondaHonda Ciimo",11,"Passenger Car","Midsize",1.198,1.112,0.999,"轿车",1,1,7.08333333333333,"紧凑型车"
"488",288,"Dongfeng Honda","Honda Elysion","Dongfeng HondaHonda Elysion",21182,"MPV","Large MPV",3.358,2.9677247706422,2.498,"MPV",1,1,8.98165137614679,"中型车"
"489",298,"Dongfeng Nissan","Nissan Sunny","Dongfeng NissanNissan Sunny",21687,"Passenger Car","Midsize Basic",1.898,1.07140397350993,0.798,"轿车",1,1,6.11721854304636,"紧凑型车"
"490",321,"Dongfeng Yueda Kia","Kia K3","Dongfeng Yueda KiaKia K3",65029,"Passenger Car","Midsize",1.508,1.24587878787879,0.968,"轿车",1,1,6.56198347107438,"紧凑型车"
"491",379,"FAW Toyota","Toyota Corolla","FAW ToyotaToyota Corolla",180176,"Passenger Car","Midsize",1.998,1.48086096256684,1.078,"轿车",1,1,6.64919786096257,"紧凑型车"
"492",387,"FAW Toyota","Toyota Vios","FAW ToyotaToyota Vios",57730,"Passenger Car","Compact Upper",1.95,1.08325595238095,0.698,"轿车",1,1,6.4,"小型车"
"493",390,"FAW Mazda","Mazda 8","FAW MazdaMazda 8",62,"MPV","Midsize MPV",2.598,2.38042424242424,2.198,"MPV",1,1,9.65454545454545,"中大型车"
"494",456,"GAC Toyota","Toyota Highlander","GAC ToyotaToyota Highlander",58239,"SUV","Large SUV",4.298,3.21946739130435,2.398,"SUV",1,1,10.2586956521739,"中型车"
"495",475,"Geely","Englon SC6","GeelyEnglon SC6",7,"Passenger Car","Compact",0.608,0.563,0.538,"轿车",1,1,7.1,"紧凑型车"
"496",478,"Geely","Englon TX4","GeelyEnglon TX4",2,"Passenger Car","Compact",2.28,2.19363636363636,2.08,"轿车",1,1,9.80681818181818,"紧凑型车"
"497",520,"Honda","Honda Civic","HondaHonda Civic",7,"Passenger Car","Midsize",7.95,2.65728671328671,1.95,"轿车",2,0.748251748251748,8.88098591549296,"紧凑型车"
"498",527,"Huatai","Huatai Boliger","HuataiHuatai Boliger",111,"SUV","Midsize SUV",2.297,1.43039285714286,0.737,"SUV",1,1,9.16065573770492,"中型车"
"499",528,"Huatai","Huatai Lusheng","HuataiHuatai Lusheng",16,"Passenger Car","Compact",0.897,0.753,0.618,"轿车",1,1,7.41515151515152,"紧凑型车"
"500",539,"Hyundai","Hyundai Grand SantaFe","HyundaiHyundai Grand SantaFe",405,"SUV","Midsize SUV",4.548,3.49515555555556,2.56,"SUV",1,1,9.81764705882353,"中大型车"
"501",543,"Hyundai","Hyundai Sonata","HyundaiHyundai Sonata",2,"Passenger Car","Midsize Upper",3.6,2.9095,2,"轿车",1,1,8.375,"中型车"
"502",544,"Hyundai","Hyundai Veloster","HyundaiHyundai Veloster",120,"Passenger Car","Sporty",2.198,1.858,1.498,"轿车",1,1,7.55538461538462,"紧凑型车"
"503",580,"Jinbei","Jinbei Granse","JinbeiJinbei Granse",11334,"MPV","Midsize MPV",2.718,1.70234686971235,0.898,"MPV",1,1,10.9570621468927,"中型车"
"504",685,"Mercedes-Benz","Mercedes-Benz GL AMG","Mercedes-BenzMercedes-Benz GL AMG",4,"Luxury SUV","Large Luxury SUV",21.48,20.36,19.8,"SUV",1,1,13,"大型车"
"505",712,"Mitsubishi","Mitsubishi Pajero","MitsubishiMitsubishi Pajero",2709,"SUV","Midsize SUV",6.5,4.75913821138211,3.68,"SUV",2,0.886178861788618,12.4458823529412,"中大型车"
"506",720,"Nissan","Nissan 370Z","NissanNissan 370Z",1,"Sports Car","Compact Sports",6.68,6.21155555555556,5.25,"跑车",2,0.555555555555556,11.515,"紧凑型车"
"507",751,"Porsche","Porsche Cayenne","PorschePorsche Cayenne",15608,"Luxury SUV","Large Luxury SUV",9.72,7.92,0,"SUV",1,1,12,"中大型车"
"508",772,"SAIC","Roewe 750","SAICRoewe 750",24,"Passenger Car","Midsize",2.768,2.1597880794702,1.628,"轿车",1,1,9.60198675496689,"中型车"
"509",816,"SGM-Buick","Buick Encore","SGM-BuickBuick Encore",27283,"SUV","Compact SUV",1.969,1.65292857142857,1.399,"SUV",1,1,7.23392857142857,"小型车"
"510",818,"SGM-Buick","Buick Excelle GT","SGM-BuickBuick Excelle GT",204875,"Passenger Car","Midsize Basic",1.897,1.48847826086957,1.099,"轿车",1,1,7.00173913043478,"紧凑型车"
"511",821,"SGM-Buick","Buick LaCrosse","SGM-BuickBuick LaCrosse",50346,"Passenger Car","Midsize Upper",3.699,2.67075647668394,2.098,"轿车",1,1,9.08290155440415,"中型车"
"512",827,"SGM-Chevrolet","Chevrolet Epica","SGM-ChevroletChevrolet Epica",1,"Passenger Car","Midsize",1.969,1.44787387387387,1.088,"轿车",1,1,8.19279279279279,"中型车"
"513",832,"SGM-Wuling","Baojun 630","SGM-WulingBaojun 630",707,"Passenger Car","Midsize Basic",0.958,0.757705882352941,0.598,"轿车",1,1,6.64313725490196,"紧凑型车"
"514",833,"SGM-Wuling","Wuling Hongguang","SGM-WulingWuling Hongguang",281504,"MPV","Compact MPV",0.793,0.562268585131894,0.418,"客车",2,0.640287769784173,7.20023980815348,"微型客车"
"515",842,"Shanghai Volkswagen","Volkswagen Cross Lavida","Shanghai VolkswagenVolkswagen Cross Lavida",1328,"Passenger Car","Midsize",1.719,1.62310256410256,1.489,"轿车",1,1,6.14615384615385,"紧凑型车"
"516",844,"Shanghai Volkswagen","Volkswagen Gran Lavida","Shanghai VolkswagenVolkswagen Gran Lavida",23284,"Passenger Car","Midsize",1.639,1.41790410958904,1.129,"轿车",1,1,6.18698630136986,"紧凑型车"
"517",847,"Shanghai Volkswagen","Volkswagen Passat Lingyu","Shanghai VolkswagenVolkswagen Passat Lingyu",17,"Passenger Car","Midsize Upper",3.18,2.16891764705882,1.698,"轿车",1,1,9.50823529411765,"中型车"
"518",851,"Shanghai Volkswagen","Volkswagen Santana Vista","Shanghai VolkswagenVolkswagen Santana Vista",11,"Passenger Car","Midsize Basic",1.328,1.02322772277228,0.85,"轿车",1,1,8.42574257425743,"中型车"
"519",861,"Shanghai Volkswagen Skoda","Skoda Octavia","Shanghai Volkswagen SkodaSkoda Octavia",52944,"Passenger Car","Midsize",2.109,1.46803260869565,0.998,"掀背轿车",1,1,7.29078212290503,"紧凑型车"
"520",863,"Shanghai Volkswagen Skoda","Skoda Rapid","Shanghai Volkswagen SkodaSkoda Rapid",29014,"Passenger Car","Midsize Basic",1.169,0.98035593220339,0.799,"轿车",1,1,6.13898305084746,"紧凑型车"
"521",871,"Shuguang","Shuguang Qisheng","ShuguangShuguang Qisheng",1,"SUV","Midsize SUV",1.328,1.12495652173913,0.938,"SUV",1,1,10.5,"中型车"
"522",882,"Skoda","Skoda Yeti","SkodaSkoda Yeti",2,"SUV","Midsize SUV",4.4,3.888,2.93,"SUV",1,1,8.4,"紧凑型车"
"523",899,"Southeast Mitsubishi","Mitsubishi Fortis","Southeast MitsubishiMitsubishi Fortis",81,"Passenger Car","Compact",1.498,1.23175,0.988,"轿车",1,1,7.075,"紧凑型车"
"524",901,"Southeast Mitsubishi","Mitsubishi Lancer","Southeast MitsubishiMitsubishi Lancer",26,"Passenger Car","Compact",1.258,0.979838235294118,0.768,"轿车",1,1,7.60267857142857,"紧凑型车"
"525",906,"Ssangyong","Ssangyong Korando","SsangyongSsangyong Korando",733,"SUV","Compact SUV",2.598,1.8587191011236,1.398,"SUV",1,1,8.09294117647059,"紧凑型车"
"526",910,"Subaru","Subaru BRZ","SubaruSubaru BRZ",340,"Sports Car","Compact Sports",2.878,2.75688888888889,2.69,"跑车",1,1,7.85,"紧凑型车"
"527",913,"Subaru","Subaru Legacy","SubaruSubaru Legacy",529,"Passenger Car","Midsize",4.028,3.00698333333333,2.198,"轿车",2,0.778688524590164,8.96296296296296,"中型车"
"528",914,"Subaru","Subaru Outback","SubaruSubaru Outback",4065,"SUV","Large SUV",4.498,3.46300917431193,2.8,"SUV",1,1,8.85731707317073,"中型车"
"529",941,"Toyota","Toyota Previa","ToyotaToyota Previa",941,"MPV","Large MPV",6.11,5.19469565217391,4.688,"MPV",1,1,9.88695652173913,"大型车"
"530",950,"Dongfeng Nissan","Venucia R50","Dongfeng NissanVenucia R50",6461,"Passenger Car","Midsize Basic",0.888,0.783208333333333,0.678,"轿车",1,1,6.55833333333333,"紧凑型车"
"531",957,"Volkswagen","Volkswagen Golf","VolkswagenVolkswagen Golf",267,"Passenger Car","Midsize",5.2,3.15176344086022,2.18,"轿车",3,0.60573476702509,6.21062992125984,"紧凑型车"
"532",960,"Volkswagen","Volkswagen Magotan","VolkswagenVolkswagen Magotan",1,"Passenger Car","Midsize Upper",4.398,3.75953846153846,2.918,"轿车",1,1,6.95,"中型车"
"533",1011,"Zhonghua","Zhonghua H320","ZhonghuaZhonghua H320",29,"Passenger Car","Compact Upper",0.788,0.713,0.638,"轿车",1,1,6.45,"紧凑型车"
"534",1013,"Zhonghua","Zhonghua H530","ZhonghuaZhonghua H530",1965,"Passenger Car","Midsize",1.398,1.02064957264957,0.798,"轿车",1,1,7.45470085470085,"紧凑型车"
"535",1026,"Zotye","Zotye Z200","ZotyeZotye Z200",1,"Passenger Car","Compact Basic",0.766,0.593531914893617,0.436,"轿车",1,1,6.7031914893617,"小型车"
"536",1073,"GAC Mitsubishi","Mitsubishi Outlander","GAC MitsubishiMitsubishi Outlander",36919,"SUV","Midsize SUV",2.238,1.90022222222222,1.598,"SUV",1,1,7.86666666666667,"紧凑型车"
"537",1122,"Beijing Mercedes-Benz","Mercedes-Benz C-Class","Beijing Mercedes-BenzMercedes-Benz C-Class",73507,"Luxury Car","Compact Luxury",5.99,3.9282905027933,3.08,"轿车",1,1,7.41117318435754,"中型车"
"538",1217,"Citroen","Citroen C4 Aircross","CitroenCitroen C4 Aircross",183,"Passenger Car","Midsize",2.798,2.42224242424242,1.998,"SUV",1,1,8.16,"紧凑型车"
"539",1242,"BAIC Motor","BAIC Senova D70","BAIC MotorBAIC Senova D70",349,"Passenger Car","Midsize Upper",2.158,1.8105,1.398,"轿车",1,1,9.675,"中型车"
"540",1247,"BMW","MINI Countryman","BMWMINI Countryman",2512,"SUV","Compact SUV",4.15,3.27725,2.59,"SUV",1,1,7.53823529411765,"小型车"
"541",1257,"Changan Car","Changan CS75","Changan CarChangan CS75",102228,"SUV","Midsize SUV",1.848,1.24841666666667,0.788,"SUV",1,1,8.62604166666667,"紧凑型车"
"542",1280,"Haima","Haima M8","HaimaHaima M8",262,"Passenger Car","Midsize",1.668,1.29688888888889,1.068,"轿车",1,1,7.91111111111111,"中型车"
"543",1306,"NLM Motor","Qiteng M70","NLM MotorQiteng M70",409,"Van","Mini Van",0.359,0.359,0.359,"客车",1,1,NA,"微型客车"
"544",1315,"SGM-Chevrolet","Chevrolet Trax","SGM-ChevroletChevrolet Trax",12729,"SUV","Compact SUV",1.639,1.3094,0.999,"SUV",1,1,7.404,"小型车"
"545",1477,"Audi","Audi RS6","AudiAudi RS6",76,"Luxury Car","Midsize Luxury",15.98,11.4133333333333,10,"旅行车",2,0.583333333333333,12.8571428571429,"中大型车"
"546",1483,"BMW","BMW M4","BMWBMW M4",437,"Luxury Car","Compact Luxury",19.9,10.887,9.27,"轿跑车",2,0.666666666666667,8.77058823529412,"中型车"
"547",1484,"BMW","BMW X4","BMWBMW X4",5953,"Luxury SUV","Midsize Luxury SUV",7.74,6.32947368421053,5.3,"SUV",1,1,7.81578947368421,"中型车"
"548",1485,"Brabus","Brabus G-class","BrabusBrabus G-class",5,"Luxury SUV","Large Luxury SUV",NA,NA,NA,NA,NA,NA,NA,NA
"549",1487,"BYD","BYD S7","BYDBYD S7",9569,"SUV","Midsize SUV",1.599,1.257,1.069,"SUV",1,1,8.252,"中型车"
"550",1518,"Tesla","Tesla Model X","TeslaTesla Model X",3754,"SUV","Midsize SUV",14.795,10.9928,7.544,"SUV",1,1,NA,"中大型车"
"551",1523,"Honda","Acura TLX","HondaAcura TLX",45,"Luxury Car","Midsize Luxury",4.39,4.144,3.898,"轿车",1,1,7.9,"中型车"
"552",1534,"Changan Ford","Ford Escort","Changan FordFord Escort",127943,"Passenger Car","Compact",1.223,1.083,0.968,"轿车",1,1,6.65,"紧凑型车"
"553",1543,"GAC Toyota","Toyota Levin","GAC ToyotaToyota Levin",81118,"Passenger Car","Compact",1.618,1.31185057471264,1.078,"轿车",1,1,5.85977011494253,"紧凑型车"
"554",1562,"Renault","Renault Captur","RenaultRenault Captur",849,"SUV","Compact SUV",1.888,1.628,1.398,"SUV",1,1,6.2,"小型车"
"555",1675,"GAC","Trumpchi GA6","GACTrumpchi GA6",8826,"Passenger Car","Midsize",1.968,1.42863829787234,1.028,"轿车",1,1,6.64893617021277,"中型车"
"556",1780,"Nissan","Infiniti ESQ","NissanInfiniti ESQ",1231,"Luxury SUV","Compact Luxury SUV",2.998,2.23966666666667,1.898,"SUV",1,1,7.3,"小型车"
"557",1782,"Land Rover","Land Rover Discovery Sport","Land RoverLand Rover Discovery Sport",64,"Luxury SUV","Midsize Luxury SUV",6.18,5.88,5.58,"SUV",1,1,8.5,"中型车"
"558",1829,"Geely","Geely Haoqing SUV","GeelyGeely Haoqing SUV",55,"SUV","Midsize SUV",1.529,1.41185714285714,1.229,"SUV",1,1,9.82857142857143,"中型车"
"559",1839,"Chery Jaguar Land Rover","Land Rover Range Rover Evoque","Chery Jaguar Land RoverLand Rover Range Rover Evoque",10875,"Luxury SUV","Compact Luxury SUV",5.78,4.84181818181818,3.98,"SUV",1,1,8.1,"中型车"
"560",1840,"Mercedes-Benz","Mercedes-Benz GLA-Class","Mercedes-BenzMercedes-Benz GLA-Class",81,"Luxury SUV","Compact Luxury SUV",3.98,3.5472,2.898,"SUV",1,1,6.88,"紧凑型车"
"561",1854,"Dongfeng","Future Joyear SUV","DongfengFuture Joyear SUV",1924,"SUV","Compact SUV",0.989,0.899,0.809,"SUV",1,1,NA,"中型车"
"562",1925,"Kia","Kia K9","KiaKia K9",15,"Passenger Car","Large",7.588,6.507,5.58,"轿车",1,1,10.4,"中大型车"
"563",1928,"BAIC Motor","BAIC ES Series","BAIC MotorBAIC ES Series",1,"Passenger Car","Compact",3.469,3.469,3.469,"轿车",1,1,NA,"中型车"
"564",1931,"Chery","Karry K50","CheryKarry K50",7575,"MPV","Compact MPV",0.738,0.589612903225806,0.448,"MPV",1,1,7.05483870967742,"中型车"
"565",1936,"Nissan","Infiniti Q30","NissanInfiniti Q30",1662,"Luxury Car","Compact Luxury",3.898,3.06963636363636,2.498,"SUV",1,1,7.13636363636364,"紧凑型车"
"566",1954,"Jaguar","Jaguar F-Pace","JaguarJaguar F-Pace",7672,"SUV","Midsize SUV",8.98,6.95368421052632,5.28,"SUV",1,1,8.53684210526316,"中型车"
"567",1977,"Lifan","Lifan 820","LifanLifan 820",316,"Passenger Car","Midsize",1.198,1.02657142857143,0.768,"轿车",1,1,8.27142857142857,"中型车"
"568",1993,"Dongfeng","Dongfeng Fengguang","DongfengDongfeng Fengguang",133715,"Van","Mini Van",1.01,0.599345029239766,0.429,"MPV",2,0.935672514619883,6.86023391812865,"紧凑型车"
"569",1995,"Chery","Chery Arrizo 7","CheryChery Arrizo 7",3559,"Passenger Car","Midsize",1.269,0.968246153846154,0.729,"轿车",1,1,7.07230769230769,"紧凑型车"
"570",2003,"BAIC Motor","BAIC EV Series","BAIC MotorBAIC EV Series",2438,"Passenger Car","Compact",2.469,2.22265714285714,1.769,"轿车",1,1,NA,"小型车"
"571",2017,"BAIC Motor","BAIC Senova X55","BAIC MotorBAIC Senova X55",4260,"SUV","Compact SUV",1.198,0.96425,0.768,"SUV",1,1,6.8,"小型车"
"572",2030,"GAC","Trumpchi GA8","GACTrumpchi GA8",2161,"Passenger Car","Midsize Upper",2.998,2.11866666666667,1.498,"轿车",1,1,7.88,"中大型车"
"573",2033,"Geely","Englon C5 Sedan","GeelyEnglon C5 Sedan",7,"Passenger Car","Compact",NA,NA,NA,NA,NA,NA,NA,NA
"574",2081,"JMC Ford","Ford Tourneo","JMC FordFord Tourneo",2659,"MPV","Large MPV",2.658,2.06885714285714,1.769,"MPV",1,1,9.71428571428571,"中型车"
"575",2113,"BYD","BYD Song","BYDBYD Song",35600,"SUV","Compact SUV",2.8,1.36367164179104,0.899,"SUV",1,1,7.25692307692308,"紧凑型车"
"576",2147,"Dongfeng Yueda Kia","Kia KX5","Dongfeng Yueda KiaKia KX5",16754,"SUV","Midsize SUV",2.318,1.81175,1.568,"SUV",1,1,7.1375,"紧凑型车"
"577",2158,"Beijing Hyundai","Hyundai Lingdong Elantra","Beijing HyundaiHyundai Lingdong Elantra",39520,"Passenger Car","Midsize",1.518,1.26688888888889,0.998,"轿车",1,1,5.7,"紧凑型车"
"578",2160,"Changan Peugeot-Citroen","Citroen DS 4S","Changan Peugeot-CitroenCitroen DS 4S",697,"Luxury Car","Compact Luxury",2.299,1.87328571428571,1.499,"轿车",1,1,6.18571428571429,"紧凑型车"
"579",2170,"BYD","BYD Yuan","BYDBYD Yuan",12415,"SUV","Compact SUV",2.498,1.06991891891892,0.599,"SUV",1,1,5.15405405405405,"小型车"
"580",2236,"JMC","JMC Yusheng S330","JMCJMC Yusheng S330",10708,"SUV","Midsize SUV",1.408,1.1305,0.888,"SUV",1,1,7.65,"紧凑型车"
"581",2254,"Zhengzhou Nissan","Fengdu MX5","Zhengzhou NissanFengdu MX5",2258,"SUV","Compact SUV",1.356,1.19811111111111,1.036,"SUV",1,1,8.05555555555556,"紧凑型车"
"582",2255,"Zotye","Zotye Damai X7","ZotyeZotye Damai X7",5717,"SUV","Midsize SUV",1.619,1.244,0.899,"SUV",1,1,8.48333333333333,"中型车"
"583",2258,"GQ Honda","Acura CDX","GQ HondaAcura CDX",6320,"SUV","Compact SUV",3.128,2.73633333333333,2.298,"SUV",1,1,6.95,"紧凑型车"
"584",62,"Bentley","Bentley Mulsanne","BentleyBentley Mulsanne",137,"Luxury Car","Large Luxury",92.8,60.9067583333333,49.8,"轿车",1,1,15.4571428571429,"大型车"
"585",75,"BMW","BMW X5","BMWBMW X5",26872,"Luxury SUV","Large Luxury SUV",19.53,11.1747414965986,0,"SUV",1,1,10.924,"中大型车"
"586",78,"BMW","BMW Z4","BMWBMW Z4",53,"Sports Car","Compact Sports",9.28,7.22983333333333,5.38,"敞篷跑车",1,1,9.42553191489362,"紧凑型车"
"587",101,"BYD","BYD F6","BYDBYD F6",5,"Passenger Car","Midsize",1.598,1.09644444444444,0.798,"轿车",1,1,8.73563218390805,"中型车"
"588",107,"BYD","BYD S6","BYDBYD S6",211,"SUV","Midsize SUV",1.369,1.0484472361809,0.799,"SUV",1,1,8.75879396984925,"紧凑型车"
"589",110,"Cadillac","Cadillac ATS","CadillacCadillac ATS",10,"Luxury Car","Compact Luxury",4.38,3.605,3.08,"轿车",1,1,8.7,"中型车"
"590",119,"Changan Car","Changan Alsvin","Changan CarChangan Alsvin",1,"Passenger Car","Compact",0.719,0.625351351351351,0.539,"轿车",1,1,7.01358024691358,"紧凑型车"
"591",120,"Changan Car","Changan Alsvin V3","Changan CarChangan Alsvin V3",13150,"Passenger Car","Compact Basic",0.529,0.483444444444444,0.439,"轿车",1,1,5.4,"小型车"
"592",153,"Changan Peugeot-Citroen","Citroen DS 5","Changan Peugeot-CitroenCitroen DS 5",266,"Luxury Car","Compact Luxury",3.459,2.644,2.199,"轿车",1,1,7.15789473684211,"中型车"
"593",155,"Changan Suzuki","Suzuki Lingyang","Changan SuzukiSuzuki Lingyang",3,"Passenger Car","Compact Basic",1.248,0.6148,0.388,"轿车",1,1,5.84210526315789,"小型车"
"594",170,"Greatwall","Haval H8","GreatwallHaval H8",4553,"SUV","Midsize SUV",2.568,2.21741176470588,1.838,"SUV",1,1,10.3852941176471,"中型车"
"595",183,"Greatwall","Greatwall Tengyi C30","GreatwallGreatwall Tengyi C30",4398,"Passenger Car","Midsize Basic",0.835,0.708075630252101,0.549,"轿车",1,1,6.38859649122807,"紧凑型车"
"596",185,"Greatwall","Greatwall Tengyi V80","GreatwallGreatwall Tengyi V80",1,"MPV","Compact MPV",1.148,0.908452380952381,0.698,"MPV",1,1,8.78333333333333,"紧凑型车"
"597",204,"Chery","Chery Fulwin","CheryChery Fulwin",360,"Passenger Car","Compact",1.218,0.744491228070175,0.429,"轿车",1,1,6.56593406593407,"小型车"
"598",216,"Chery","Riich X1","CheryRiich X1",1,"SUV","Compact SUV",0.678,0.600765957446808,0.528,"SUV",1,1,6.66666666666667,"小型车"
"599",271,"Dongfeng Citroen","Citroen C5","Dongfeng CitroenCitroen C5",1838,"Passenger Car","Midsize Upper",3.009,2.1427323943662,1.699,"轿车",1,1,8.87042253521127,"中型车"
"600",286,"Dongfeng Honda","Honda Civic","Dongfeng HondaHonda Civic",99683,"Passenger Car","Midsize",2.698,1.60061956521739,1.159,"轿车",1,1,6.80326086956522,"紧凑型车"
"601",296,"Dongfeng Nissan","Nissan Murano","Dongfeng NissanNissan Murano",11958,"SUV","Midsize SUV",4.888,3.29320833333333,2.388,"SUV",1,1,9.025,"中型车"
"602",346,"FAW Audi","Audi A4L","FAW AudiAudi A4L",55968,"Luxury Car","Compact Luxury",5.781,3.68531542699724,2.71,"轿车",1,1,6.79364548494983,"中型车"
